Dataset,Distance,Mean_ARI,Std_Error,Mean_ARI_Stability,Std_Error_Stability,Mean_Homogeneity,Std_Error_Homogenity,Mean_Completeness,Std_Error_Completeness,Mean_V_Score,Std_Error_V_Score
Sparsity_0.124,euclidean,0.38738511163825523,0.0023334270975030754,1.0,0.0,0.5622275662463145,0.0013281338134734412,0.4255148104214902,0.0015178498206545065,0.48440197296255666,0.0014284144970434615
Sparsity_0.124,manhattan,0.9550674863065567,0.0007540700043599578,1.0,0.0,0.9448469043458685,0.0006350482050268609,0.9448900906766449,0.000628304032900377,0.9448684967077694,0.0006316732355239889
Sparsity_0.124,cosine,0.4574049352489274,0.006427177864073006,1.0,0.0,0.580359915416013,0.003198623430745251,0.4752001504013874,0.004859511932645072,0.522298362768988,0.003561074203714521
Sparsity_0.124,minkowski_p0.5,0.9508640500649189,0.016586859679136264,1.0,0.0,0.949978482263646,0.012552851199437769,0.9755565864937388,0.001414044883825262,0.9615629059196987,0.006227273261757201
Sparsity_0.124,minkowski_p0.7,0.977339246942452,5.0940525990875e-17,1.0,0.0,0.9690035504102207,3.41719436775574e-17,0.9690258175588665,7.425793913772723e-17,0.9690146838566237,2.90405679382098e-17
Sparsity_0.124,minkowski_p4,0.2877299735876927,0.007478492418021553,1.0,0.0,0.4084540617727355,0.007123003537072989,0.34372571623247494,0.003429459834762411,0.37316247345707143,0.004907204844531505
Sparsity_0.535,euclidean,0.4255972628565357,0.002136712224924904,0.5603928004047518,0.003585762487527418,0.583165934466045,0.0038208094347405796,0.46102052279598943,0.0018500289629558033,0.5147975249925285,0.0019225164138457393
Sparsity_0.535,manhattan,0.9082265378669984,0.0013607548727210003,0.3478246161750395,0.0004378483785918989,0.9076946906478364,0.0007628814184775214,0.9087065621773072,0.000651430353218726,0.9082002375168934,0.0007058855626809903
Sparsity_0.535,cosine,0.46871869176226355,0.006891940401386656,0.5186721516477787,0.007655165059098572,0.5806396247389257,0.005029675989089509,0.49641820880819376,0.005713080411851177,0.5347439933690958,0.004030952003140348
Sparsity_0.535,minkowski_p0.5,0.7649115751129851,0.00013978697937587823,0.27354648230418105,2.964299233751838e-05,0.8004256897977118,0.00013762106612296901,0.9681470472036565,0.00014263040673052796,0.8763334972446574,0.00014091090655148306
Sparsity_0.535,minkowski_p0.7,0.9720143615940827,2.1981227505330926e-07,0.3301698994463126,2.5704812286848813e-05,0.962159910434694,2.4061878540457365e-06,0.9621628864406302,2.651707989452965e-06,0.9621613984350633,2.5289475557896552e-06
Sparsity_0.535,minkowski_p4,0.2965686773305667,0.005012683523016438,0.5387811988171597,0.007297174322553716,0.43157299060821436,0.004883120559447872,0.36300218910803916,0.004425858263571395,0.3942724084190478,0.004545482175738547
Sparsity_0.563,euclidean,0.5418302464978704,0.002585520775896864,0.3478590859086625,0.0018045121253886958,0.6384969203055608,0.0013054960075062105,0.5533664792987388,0.0022533623031679986,0.5928626787678761,0.001715353890845839
Sparsity_0.563,manhattan,0.8663417538658897,0.01111596534293893,0.34766147717147466,0.00046873072982754664,0.9041088701906649,0.006934384914215539,0.8620817095427492,0.0047217106071486365,0.8825679332235753,0.005773805177035058
Sparsity_0.563,cosine,0.572997942057543,0.005326043831155752,0.35481292951262416,0.002942697840681411,0.6522790087501177,0.00587473377713827,0.6014742119772762,0.00632635624724766,0.6256256099453338,0.00549060022012568
Sparsity_0.563,minkowski_p0.5,0.7680621576222324,2.54702629954375e-17,0.27483980960245424,1.273513149771875e-17,0.8076334079661518,2.54702629954375e-17,0.977480320327569,2.54702629954375e-17,0.8844767140753348,2.54702629954375e-17
Sparsity_0.563,minkowski_p0.7,0.9623589865271382,0.00970611386948056,0.32466669760893996,0.002603273212408241,0.9561812865124596,0.007239210125176793,0.9647176847172384,0.0012842694003187712,0.9600475466443095,0.0033794092896618274
Sparsity_0.563,minkowski_p4,0.3711164616719252,0.004534293392771484,0.33576472741541696,0.006108076951827033,0.4771294308918324,0.004995745463864824,0.3999696853017582,0.0038438586203140175,0.4349312008873814,0.0037261422643977255
Sparsity_0.600,euclidean,0.37998005680339264,0.003317261926060306,0.6655974275700063,0.006838226465530609,0.5413114687649142,0.005279916125113567,0.41589709860617247,0.0019317527896891699,0.47031248889355776,0.003195774127080581
Sparsity_0.600,manhattan,0.8815183323716462,0.0023197129521363114,0.3635027847022899,0.0009460501511868427,0.9076802061149642,0.0007681838154544036,0.8654249613343739,0.002660771425545985,0.8860216465362875,0.0016363001981343549
Sparsity_0.600,cosine,0.40629538442772944,0.004465549495025026,0.6229680204001617,0.005940668185433708,0.5589057550651456,0.0017905761673241674,0.4420472072880181,0.004270231533809892,0.49344796184352074,0.0028519252966597904
Sparsity_0.600,minkowski_p0.5,0.7733651828778404,2.54702629954375e-17,0.2749175552393822,1.273513149771875e-17,0.8125369902368449,0.0,0.9823652438873983,7.641078898631252e-17,0.8894167976463713,2.54702629954375e-17
Sparsity_0.600,minkowski_p0.7,0.9588027158361958,0.009623396639502272,0.3269623099691131,0.002697593048676218,0.9520359241129617,0.007224234010792458,0.9605072188369025,0.001692678030514824,0.9558735582925733,0.003474916193935486
Sparsity_0.600,minkowski_p4,0.2672763658179621,0.0028914368392483334,0.6139424821546824,0.003330055696807644,0.3867852421096329,0.002445335969802983,0.33418406181072624,0.0017238577262218304,0.35852215659327324,0.0018358935771561641
Sparsity_0.630,euclidean,0.4241318480273416,0.0030667829272415306,0.5225557142048467,0.004794512306984524,0.605264988135855,0.0021912841069018267,0.4689838649091091,0.0034077763275857055,0.528421749685171,0.0028546985694648903
