Dataset,Distance,Mean_ARI,Std_Error,Mean_ARI_Stability,Std_Error_Stability,Mean_Homogeneity,Std_Error_Homogenity,Mean_Completeness,Std_Error_Completeness,Mean_V_Score,Std_Error_V_Score
Sparsity_0.123,euclidean,0.5826347801856289,0.0026559206464055046,1.0,0.0,0.7366542709751129,0.0006454284336340856,0.5993028951105701,0.0017591776770454592,0.6608934711684691,0.001144823083199017
Sparsity_0.123,manhattan,0.819149222335891,0.01477756772195366,1.0,0.0,0.8578479836776649,0.009345678356055672,0.8704775673415781,0.008726093047218114,0.8639931226460613,0.008739872621832512
Sparsity_0.123,cosine,0.6561658668457211,0.003640182091462387,1.0,0.0,0.7527548961938503,0.002184996695954221,0.6735824919659763,0.0031943274527783875,0.7108859965964381,0.002178897564149724
Sparsity_0.123,minkowski_p0.5,0.8950000122243132,0.02207828414813925,1.0,0.0,0.9059633597248409,0.01652177970394346,0.9741932578608361,0.0026378260524219173,0.9368588585436767,0.007847628143681876
Sparsity_0.123,minkowski_p0.7,0.9679961022581862,0.002589507660795899,1.0,0.0,0.9593523701686875,0.0022228983139667407,0.9593844650733679,0.0022177241697473116,0.9593684171635919,0.002220310858377866
Sparsity_0.123,minkowski_p4,0.4861379733738526,0.0010935529294343511,1.0,0.0,0.6075106343195558,0.000870481303072222,0.5052843831288263,0.0006994283106823678,0.5516997649614366,0.0007320033183973322
Sparsity_0.497,euclidean,0.5347298432004209,0.0017826507391560393,0.8662637777067749,0.0020113549907544406,0.6576013556525263,0.0011070356395248993,0.5551648178397952,0.0013776272074384108,0.6020329653135614,0.0009619978574863708
Sparsity_0.497,manhattan,0.6857158784049064,0.0037405453508851,0.7282075927382741,0.0032522139452530983,0.8208249228352754,0.0013988983368750387,0.7026005750527468,0.0031188059792552204,0.7570091584564674,0.001455205777997624
Sparsity_0.497,cosine,0.6140662766469178,0.0048413438102585405,0.7141399251609359,0.003571290919946159,0.7152966346021996,0.0032841905512130875,0.6270512624296245,0.004472977970758115,0.6680393889599636,0.002837499937174228
Sparsity_0.497,minkowski_p0.5,0.7672281991739146,2.54702629954375e-17,0.46577188799866603,2.54702629954375e-17,0.80631673333392,0.0,0.9758947404312176,7.641078898631252e-17,0.88303803534591,2.54702629954375e-17
Sparsity_0.497,minkowski_p0.7,0.9666313997217942,0.0014056494741035129,0.49261940039902335,0.00010063291020814141,0.9554218421076017,0.0012145836126034183,0.9554437438934642,0.0012087182853639576,0.9554327926892746,0.0012116510048287717
Sparsity_0.497,minkowski_p4,0.4411575653739548,0.008056948511744256,0.7758037725945396,0.012417274922518488,0.5740066649177475,0.0059196667762219666,0.4700630503486566,0.006462784844422414,0.5166891270386804,0.005988118112500994
Sparsity_0.523,euclidean,0.5838059265608543,0.0024486448967319194,0.7751364327720334,0.00212931007315933,0.7264399827881549,0.001105070217627173,0.5787047210194791,0.0026129368148596565,0.6441249614719747,0.0014122390618539582
Sparsity_0.523,manhattan,0.8551431988960276,0.0004136178947515662,0.5495619614909526,0.00027111793630837325,0.9151449725693425,0.0003994781042062622,0.8305728591103815,0.00048492842027286314,0.8708102190689753,0.0004453952906227848
Sparsity_0.523,cosine,0.6341807857944355,0.003133466792412295,0.669117548196961,0.0031150391553468482,0.7584807873367219,0.0012101856671819949,0.6536033567080103,0.002925132371961836,0.7021008669900327,0.0020080793787894307
Sparsity_0.523,minkowski_p0.5,0.77850690475019,2.54702629954375e-17,0.4672468434811985,1.273513149771875e-17,0.8191073050342302,2.54702629954375e-17,0.989381557744735,2.54702629954375e-17,0.8962285343240264,2.54702629954375e-17
Sparsity_0.523,minkowski_p0.7,0.9040812659986802,0.02167185993240141,0.48457018273427516,0.002728122850446354,0.9109077365233824,0.01629983834836491,0.9702493023920576,0.002255099572989544,0.9377805319924398,0.007899730005069336
Sparsity_0.523,minkowski_p4,0.49238094985452835,0.00482707791422797,0.8062312025442857,0.00440987355194893,0.6305793910231989,0.003357014400455052,0.5024179665428307,0.0031151077493126555,0.5592350787033645,0.00319063101894698
Sparsity_0.562,euclidean,0.6142310311370085,0.0015973389559438432,0.7729329994293013,0.004280852095949983,0.7288511379462574,0.0013874123373648244,0.6131109261322265,0.0032981392449415734,0.6658638440939393,0.0017604264983048475
Sparsity_0.562,manhattan,0.9034111180227405,0.007893848503422314,0.5198132624875828,0.0024055724455738646,0.918227626422621,0.00482018122083241,0.8915013422404569,0.0025329007418690617,0.9046400345337979,0.0036679506321008527
Sparsity_0.562,cosine,0.651155507207814,0.005286293581520806,0.6963582240865761,0.0035471935815426475,0.7570410570273665,0.002105124520509698,0.6669240992140648,0.0049491063391592875,0.7089893087743389,0.0033455225798339986
Sparsity_0.562,minkowski_p0.5,0.775029737581784,0.0,0.46782935136800363,1.273513149771875e-17,0.8144883159458909,2.54702629954375e-17,0.9845172918657793,5.0940525990875e-17,0.89146785044965,5.0940525990875e-17
Sparsity_0.562,minkowski_p0.7,0.9640027993497302,0.00010685503957641713,0.4933576505916199,3.268594042071503e-05,0.9545291738868477,9.458601946324927e-05,0.9545363396981955,9.418973972189407e-05,0.9545327567782765,9.438787795785488e-05
Sparsity_0.562,minkowski_p4,0.48973322079012654,0.0034506928714306186,0.8434698920547753,0.005396629777293067,0.6193879675109252,0.0029227368644063356,0.5101145299078866,0.002950408831738404,0.5594471188235535,0.002875662184573104
Sparsity_0.601,euclidean,0.6565683421252303,0.0021486609815236208,0.70428889065414,0.00474974333065734,0.7398891567897232,0.0018670577848744498,0.66026061290899,0.002275454503601656,0.6977633482993496,0.0016686733454512814
Sparsity_0.601,manhattan,0.8626690802622223,0.008666849124812807,0.5414096613246903,0.0026902168078358456,0.919835156458678,0.005868286966022535,0.8463043427364407,0.0035909461909137347,0.8812195764143766,0.0030193155599683953
